title,reporting_organisation,iati_identifier,sector_code,sector_name,start_actual,end_actual,recipient_country,recipient_country_code,position,budget_date,budget_amount
Bilateralt forskningssamar Uganda fas II 2005-10,Sweden,SE-0-SE-6-7500730401-UGA-43082,43082,Research/scientific institutions,7/1/2005,11/28/2010,UGANDA,UG,,1/1/2006,6269905.741
Bilateralt forskningssamar Uganda fas II 2005-10,Sweden,SE-0-SE-6-7500730401-UGA-43082,43082,Research/scientific institutions,7/1/2005,11/28/2010,UGANDA,UG,,1/1/2007,4221160.488
Bilateralt forskningssamar Uganda fas II 2005-10,Sweden,SE-0-SE-6-7500730401-UGA-43082,43082,Research/scientific institutions,7/1/2005,11/28/2010,UGANDA,UG,,1/1/2008,5151326.856
Bilateralt forskningssamar Uganda fas II 2005-10,Sweden,SE-0-SE-6-7500730401-UGA-43082,43082,Research/scientific institutions,7/1/2005,11/28/2010,UGANDA,UG,,1/1/2009,6462434.685
Bilateralt forskningssamar Uganda fas II 2005-10,Sweden,SE-0-SE-6-7500730401-UGA-43082,43082,Research/scientific institutions,7/1/2005,11/28/2010,UGANDA,UG,,1/1/2010,3502.402043
"Bilateral Forskningssam Uga Fas III, 2010-14",Sweden,SE-0-SE-6-7500736901-UGA-43082,43082,Research/scientific institutions,1/1/2010,12/28/2014,UGANDA,UG,,1/1/2010,7093302.602
"Bilateral Forskningssam Uga Fas III, 2010-14",Sweden,SE-0-SE-6-7500736901-UGA-43082,43082,Research/scientific institutions,1/1/2010,12/28/2014,UGANDA,UG,,1/1/2011,4707725.76
"Bilateral Forskningssam Uga Fas III, 2010-14",Sweden,SE-0-SE-6-7500736901-UGA-43082,43082,Research/scientific institutions,1/1/2010,12/28/2014,UGANDA,UG,,1/1/2012,5241264.46
"Bilateral Forskningssam Uga Fas III, 2010-14",Sweden,SE-0-SE-6-7500736901-UGA-43082,43082,Research/scientific institutions,1/1/2010,12/28/2014,UGANDA,UG,,1/1/2013,6212897.654
"Bilateral Forskningssam Uga Fas III, 2010-14",Sweden,SE-0-SE-6-7500736901-UGA-43082,43082,Research/scientific institutions,1/1/2010,12/28/2014,UGANDA,UG,,1/1/2014,3442209.974
Valinsats Uganda-01,Sweden,SE-0-SE-6-7800006601-UGA-15161,15161,Elections (old code),6/1/2001,12/28/2001,UGANDA,UG,,1/1/2001,48363.38312
Uganda ExM/EU 05,Sweden,SE-0-SE-6-7800021801-UGA-15161,15161,Elections (old code),12/1/2005,1/28/2006,UGANDA,UG,,1/1/2005,8698.6778
Uganda parl o pres val/06,Sweden,SE-0-SE-6-7840000201-UGA-15161,15161,Elections (old code),1/1/2006,12/28/2006,UGANDA,UG,,1/1/2005,31134.03993
Uganda parl o pres val/06,Sweden,SE-0-SE-6-7840000201-UGA-15161,15161,Elections (old code),1/1/2006,12/28/2006,UGANDA,UG,,1/1/2006,29478.52386
Bidrag Danish Demining Group project in Uganda,Sweden,SE-0-SE-2-9999018201-UGA-15250,15250,Land mine clearance,11/1/2011,2/28/2013,UGANDA,UG,,1/1/2011,154102.2006
,"The Global Fund to Fight AIDS, Tuberculosis and Malaria",47045-UGD-011-G09-S,12220,,8/1/2012,12/31/2014,Uganda,UG,,12/19/2013,413766
,"The Global Fund to Fight AIDS, Tuberculosis and Malaria",47045-UGD-011-G09-S,12220,,8/1/2012,12/31/2014,Uganda,UG,,9/19/2013,421780
,"The Global Fund to Fight AIDS, Tuberculosis and Malaria",47045-UGD-011-G09-S,12220,,8/1/2012,12/31/2014,Uganda,UG,,6/19/2013,410334
,"The Global Fund to Fight AIDS, Tuberculosis and Malaria",47045-UGD-011-G09-S,12220,,8/1/2012,12/31/2014,Uganda,UG,,3/19/2013,486667
,"The Global Fund to Fight AIDS, Tuberculosis and Malaria",47045-UGD-011-G09-S,12220,,8/1/2012,12/31/2014,Uganda,UG,,12/19/2012,436987
,"The Global Fund to Fight AIDS, Tuberculosis and Malaria",47045-UGD-011-G09-S,12220,,8/1/2012,12/31/2014,Uganda,UG,,9/19/2012,434801
,"The Global Fund to Fight AIDS, Tuberculosis and Malaria",47045-UGD-011-G09-S,12220,,8/1/2012,12/31/2014,Uganda,UG,,6/19/2012,168169
,"The Global Fund to Fight AIDS, Tuberculosis and Malaria",47045-UGD-011-G09-S,12220,,8/1/2012,12/31/2014,Uganda,UG,,3/19/2012,1990208
Towards virtual elimination of MTCT transmittion of HIV and universal access to HV care and treatment in Uganda (HSS component),"The Global Fund to Fight AIDS, Tuberculosis and Malaria",47045-UGD-011-G10-S,12220,,5/1/2012,12/31/2014,Uganda,UG,,4/30/2014,1540657
Towards virtual elimination of MTCT transmittion of HIV and universal access to HV care and treatment in Uganda (HSS component),"The Global Fund to Fight AIDS, Tuberculosis and Malaria",47045-UGD-011-G10-S,12220,,5/1/2012,12/31/2014,Uganda,UG,,2/28/2014,1829701
Towards virtual elimination of MTCT transmittion of HIV and universal access to HV care and treatment in Uganda (HSS component),"The Global Fund to Fight AIDS, Tuberculosis and Malaria",47045-UGD-011-G10-S,12220,,5/1/2012,12/31/2014,Uganda,UG,,12/31/2013,1328531
Towards virtual elimination of MTCT transmittion of HIV and universal access to HV care and treatment in Uganda (HSS component),"The Global Fund to Fight AIDS, Tuberculosis and Malaria",47045-UGD-011-G10-S,12220,,5/1/2012,12/31/2014,Uganda,UG,,9/30/2013,1530487
Towards virtual elimination of MTCT transmittion of HIV and universal access to HV care and treatment in Uganda (HSS component),"The Global Fund to Fight AIDS, Tuberculosis and Malaria",47045-UGD-011-G10-S,12220,,5/1/2012,12/31/2014,Uganda,UG,,6/30/2013,1140067
Towards virtual elimination of MTCT transmittion of HIV and universal access to HV care and treatment in Uganda (HSS component),"The Global Fund to Fight AIDS, Tuberculosis and Malaria",47045-UGD-011-G10-S,12220,,5/1/2012,12/31/2014,Uganda,UG,,3/31/2013,1321007
Towards virtual elimination of MTCT transmittion of HIV and universal access to HV care and treatment in Uganda (HSS component),"The Global Fund to Fight AIDS, Tuberculosis and Malaria",47045-UGD-011-G10-S,12220,,5/1/2012,12/31/2014,Uganda,UG,,12/31/2012,587308
Towards virtual elimination of MTCT transmittion of HIV and universal access to HV care and treatment in Uganda (HSS component),"The Global Fund to Fight AIDS, Tuberculosis and Malaria",47045-UGD-011-G10-S,12220,,5/1/2012,12/31/2014,Uganda,UG,,8/31/2012,403999
Consolidating Malaria COntrol in Uganda,"The Global Fund to Fight AIDS, Tuberculosis and Malaria",47045-UGD-011-G11-M,12262,,6/1/2012,12/31/2014,Uganda,UG,,5/31/2014,622288
Consolidating Malaria COntrol in Uganda,"The Global Fund to Fight AIDS, Tuberculosis and Malaria",47045-UGD-011-G11-M,12262,,6/1/2012,12/31/2014,Uganda,UG,,3/31/2014,629457
Consolidating Malaria COntrol in Uganda,"The Global Fund to Fight AIDS, Tuberculosis and Malaria",47045-UGD-011-G11-M,12262,,6/1/2012,12/31/2014,Uganda,UG,,12/31/2013,1001161
Consolidating Malaria COntrol in Uganda,"The Global Fund to Fight AIDS, Tuberculosis and Malaria",47045-UGD-011-G11-M,12262,,6/1/2012,12/31/2014,Uganda,UG,,9/30/2013,9613338
Consolidating Malaria COntrol in Uganda,"The Global Fund to Fight AIDS, Tuberculosis and Malaria",47045-UGD-011-G11-M,12262,,6/1/2012,12/31/2014,Uganda,UG,,6/30/2013,1378655
Consolidating Malaria COntrol in Uganda,"The Global Fund to Fight AIDS, Tuberculosis and Malaria",47045-UGD-011-G11-M,12262,,6/1/2012,12/31/2014,Uganda,UG,,3/31/2013,1385396
Consolidating Malaria COntrol in Uganda,"The Global Fund to Fight AIDS, Tuberculosis and Malaria",47045-UGD-011-G11-M,12262,,6/1/2012,12/31/2014,Uganda,UG,,12/31/2012,1046572
Consolidating Malaria COntrol in Uganda,"The Global Fund to Fight AIDS, Tuberculosis and Malaria",47045-UGD-011-G11-M,12262,,6/1/2012,12/31/2014,Uganda,UG,,9/30/2012,11169156
Consolidating Malaria control in Uganda,"The Global Fund to Fight AIDS, Tuberculosis and Malaria",47045-UGD-011-G12-M,12262,,9/1/2012,12/31/2014,Uganda,UG,,12/31/2014,521058
Consolidating Malaria control in Uganda,"The Global Fund to Fight AIDS, Tuberculosis and Malaria",47045-UGD-011-G12-M,12262,,9/1/2012,12/31/2014,Uganda,UG,,8/31/2014,73960
Consolidating Malaria control in Uganda,"The Global Fund to Fight AIDS, Tuberculosis and Malaria",47045-UGD-011-G12-M,12262,,9/1/2012,12/31/2014,Uganda,UG,,6/30/2014,319060
Consolidating Malaria control in Uganda,"The Global Fund to Fight AIDS, Tuberculosis and Malaria",47045-UGD-011-G12-M,12262,,9/1/2012,12/31/2014,Uganda,UG,,3/31/2014,1250727
Consolidating Malaria control in Uganda,"The Global Fund to Fight AIDS, Tuberculosis and Malaria",47045-UGD-011-G12-M,12262,,9/1/2012,12/31/2014,Uganda,UG,,12/31/2013,9126408
Consolidating Malaria control in Uganda,"The Global Fund to Fight AIDS, Tuberculosis and Malaria",47045-UGD-011-G12-M,12262,,9/1/2012,12/31/2014,Uganda,UG,,9/30/2013,338937
Consolidating Malaria control in Uganda,"The Global Fund to Fight AIDS, Tuberculosis and Malaria",47045-UGD-011-G12-M,12262,,9/1/2012,12/31/2014,Uganda,UG,,6/30/2013,485611
Consolidating Malaria control in Uganda,"The Global Fund to Fight AIDS, Tuberculosis and Malaria",47045-UGD-011-G12-M,12262,,9/1/2012,12/31/2014,Uganda,UG,,3/31/2013,1907150
Consolidating Malaria control in Uganda,"The Global Fund to Fight AIDS, Tuberculosis and Malaria",47045-UGD-011-G12-M,12262,,9/1/2012,12/31/2014,Uganda,UG,,12/31/2012,7112493
Comprehensive Country Proposal for Scaling up the National Response to HIV/AIDS,"The Global Fund to Fight AIDS, Tuberculosis and Malaria",47045-UGD-102-G01-H-00,13040,,6/15/2003,6/14/2005,Uganda,UG,,3/14/2005,6004644
Comprehensive Country Proposal for Scaling up the National Response to HIV/AIDS,"The Global Fund to Fight AIDS, Tuberculosis and Malaria",47045-UGD-102-G01-H-00,13040,,6/15/2003,6/14/2005,Uganda,UG,,12/14/2004,6004644
Comprehensive Country Proposal for Scaling up the National Response to HIV/AIDS,"The Global Fund to Fight AIDS, Tuberculosis and Malaria",47045-UGD-102-G01-H-00,13040,,6/15/2003,6/14/2005,Uganda,UG,,9/14/2004,6004644
Comprehensive Country Proposal for Scaling up the National Response to HIV/AIDS,"The Global Fund to Fight AIDS, Tuberculosis and Malaria",47045-UGD-102-G01-H-00,13040,,6/15/2003,6/14/2005,Uganda,UG,,6/14/2004,6004644
Comprehensive Country Proposal for Scaling up the National Response to HIV/AIDS,"The Global Fund to Fight AIDS, Tuberculosis and Malaria",47045-UGD-102-G01-H-00,13040,,6/15/2003,6/14/2005,Uganda,UG,,3/14/2004,6004644
Comprehensive Country Proposal for Scaling up the National Response to HIV/AIDS,"The Global Fund to Fight AIDS, Tuberculosis and Malaria",47045-UGD-102-G01-H-00,13040,,6/15/2003,6/14/2005,Uganda,UG,,12/14/2003,6004644
Comprehensive Country Proposal for Scaling up the National Response to HIV/AIDS,"The Global Fund to Fight AIDS, Tuberculosis and Malaria",47045-UGD-102-G01-H-00,13040,,6/15/2003,6/14/2005,Uganda,UG,,9/14/2003,287029
The Uganda Country Proposal for scaling up the National Response to Malaria,"The Global Fund to Fight AIDS, Tuberculosis and Malaria",47045-UGD-202-G02-M-00,12262,,3/15/2004,9/30/2006,Uganda,UG,,12/14/2005,3225543
The Uganda Country Proposal for scaling up the National Response to Malaria,"The Global Fund to Fight AIDS, Tuberculosis and Malaria",47045-UGD-202-G02-M-00,12262,,3/15/2004,9/30/2006,Uganda,UG,,9/14/2005,3225543
The Uganda Country Proposal for scaling up the National Response to Malaria,"The Global Fund to Fight AIDS, Tuberculosis and Malaria",47045-UGD-202-G02-M-00,12262,,3/15/2004,9/30/2006,Uganda,UG,,6/14/2005,3225543
The Uganda Country Proposal for scaling up the National Response to Malaria,"The Global Fund to Fight AIDS, Tuberculosis and Malaria",47045-UGD-202-G02-M-00,12262,,3/15/2004,9/30/2006,Uganda,UG,,3/14/2005,3225543
The Uganda Country Proposal for scaling up the National Response to Malaria,"The Global Fund to Fight AIDS, Tuberculosis and Malaria",47045-UGD-202-G02-M-00,12262,,3/15/2004,9/30/2006,Uganda,UG,,12/14/2004,3225543
The Uganda Country Proposal for scaling up the National Response to Malaria,"The Global Fund to Fight AIDS, Tuberculosis and Malaria",47045-UGD-202-G02-M-00,12262,,3/15/2004,9/30/2006,Uganda,UG,,9/14/2004,3225543
The Uganda Country Proposal for scaling up the National Response to Malaria,"The Global Fund to Fight AIDS, Tuberculosis and Malaria",47045-UGD-202-G02-M-00,12262,,3/15/2004,9/30/2006,Uganda,UG,,6/14/2004,3858041
Scaling up the National Tuberculosis Programme,"The Global Fund to Fight AIDS, Tuberculosis and Malaria",47045-UGD-202-G03-T-00,12263,,3/15/2004,3/14/2006,Uganda,UG,,12/14/2005,585788
Scaling up the National Tuberculosis Programme,"The Global Fund to Fight AIDS, Tuberculosis and Malaria",47045-UGD-202-G03-T-00,12263,,3/15/2004,3/14/2006,Uganda,UG,,9/14/2005,585788
Scaling up the National Tuberculosis Programme,"The Global Fund to Fight AIDS, Tuberculosis and Malaria",47045-UGD-202-G03-T-00,12263,,3/15/2004,3/14/2006,Uganda,UG,,6/14/2005,585788
Scaling up the National Tuberculosis Programme,"The Global Fund to Fight AIDS, Tuberculosis and Malaria",47045-UGD-202-G03-T-00,12263,,3/15/2004,3/14/2006,Uganda,UG,,3/14/2005,585788
Scaling up the National Tuberculosis Programme,"The Global Fund to Fight AIDS, Tuberculosis and Malaria",47045-UGD-202-G03-T-00,12263,,3/15/2004,3/14/2006,Uganda,UG,,12/14/2004,585788
Scaling up the National Tuberculosis Programme,"The Global Fund to Fight AIDS, Tuberculosis and Malaria",47045-UGD-202-G03-T-00,12263,,3/15/2004,3/14/2006,Uganda,UG,,9/14/2004,585788
Scaling up the National Tuberculosis Programme,"The Global Fund to Fight AIDS, Tuberculosis and Malaria",47045-UGD-202-G03-T-00,12263,,3/15/2004,3/14/2006,Uganda,UG,,6/14/2004,1177290
Expanding Anti-Retroviral Therapy and Care and Support of Orphans and Other Vulnerable Children,"The Global Fund to Fight AIDS, Tuberculosis and Malaria",47045-UGD-304-G04-H,13040,,11/1/2007,6/27/2014,Uganda,UG,,6/30/2008,3974940
Expanding Anti-Retroviral Therapy and Care and Support of Orphans and Other Vulnerable Children,"The Global Fund to Fight AIDS, Tuberculosis and Malaria",47045-UGD-304-G04-H,13040,,11/1/2007,6/27/2014,Uganda,UG,,3/31/2008,3934800
Expanding Anti-Retroviral Therapy and Care and Support of Orphans and Other Vulnerable Children,"The Global Fund to Fight AIDS, Tuberculosis and Malaria",47045-UGD-304-G04-H,13040,,11/1/2007,6/27/2014,Uganda,UG,,12/31/2007,4318685
Expanding Anti-Retroviral Therapy and Care and Support of Orphans and Other Vulnerable Children,"The Global Fund to Fight AIDS, Tuberculosis and Malaria",47045-UGD-304-G04-H,13040,,11/1/2007,6/27/2014,Uganda,UG,,6/30/2007,14828506
Expanding Anti-Retroviral Therapy and Care and Support of Orphans and Other Vulnerable Children,"The Global Fund to Fight AIDS, Tuberculosis and Malaria",47045-UGD-304-G04-H,13040,,11/1/2007,6/27/2014,Uganda,UG,,3/31/2007,14828506
Expanding Anti-Retroviral Therapy and Care and Support of Orphans and Other Vulnerable Children,"The Global Fund to Fight AIDS, Tuberculosis and Malaria",47045-UGD-304-G04-H,13040,,11/1/2007,6/27/2014,Uganda,UG,,12/31/2006,14828505
Expanding Anti-Retroviral Therapy and Care and Support of Orphans and Other Vulnerable Children,"The Global Fund to Fight AIDS, Tuberculosis and Malaria",47045-UGD-304-G04-H,13040,,11/1/2007,6/27/2014,Uganda,UG,,9/30/2006,-5206337
Expanding Anti-Retroviral Therapy and Care and Support of Orphans and Other Vulnerable Children,"The Global Fund to Fight AIDS, Tuberculosis and Malaria",47045-UGD-304-G04-H,13040,,11/1/2007,6/27/2014,Uganda,UG,,6/30/2006,4227916
Expanding Anti-Retroviral Therapy and Care and Support of Orphans and Other Vulnerable Children,"The Global Fund to Fight AIDS, Tuberculosis and Malaria",47045-UGD-304-G04-H,13040,,11/1/2007,6/27/2014,Uganda,UG,,3/31/2006,4286368
Expanding Anti-Retroviral Therapy and Care and Support of Orphans and Other Vulnerable Children,"The Global Fund to Fight AIDS, Tuberculosis and Malaria",47045-UGD-304-G04-H,13040,,11/1/2007,6/27/2014,Uganda,UG,,12/31/2005,5866318
Expanding Anti-Retroviral Therapy and Care and Support of Orphans and Other Vulnerable Children,"The Global Fund to Fight AIDS, Tuberculosis and Malaria",47045-UGD-304-G04-H,13040,,11/1/2007,6/27/2014,Uganda,UG,,9/30/2005,16697850
Support for the Introduction of Highly Effective Artemisinin - Based Combination Therapy Malaria Treatment,"The Global Fund to Fight AIDS, Tuberculosis and Malaria",47045-UGD-405-G05-M,12262,,12/1/2005,12/31/2013,Uganda,UG,,12/31/2012,1446637
Support for the Introduction of Highly Effective Artemisinin - Based Combination Therapy Malaria Treatment,"The Global Fund to Fight AIDS, Tuberculosis and Malaria",47045-UGD-405-G05-M,12262,,12/1/2005,12/31/2013,Uganda,UG,,9/30/2012,766554
Support for the Introduction of Highly Effective Artemisinin - Based Combination Therapy Malaria Treatment,"The Global Fund to Fight AIDS, Tuberculosis and Malaria",47045-UGD-405-G05-M,12262,,12/1/2005,12/31/2013,Uganda,UG,,6/30/2012,724715
Support for the Introduction of Highly Effective Artemisinin - Based Combination Therapy Malaria Treatment,"The Global Fund to Fight AIDS, Tuberculosis and Malaria",47045-UGD-405-G05-M,12262,,12/1/2005,12/31/2013,Uganda,UG,,3/31/2012,4662442
Support for the Introduction of Highly Effective Artemisinin - Based Combination Therapy Malaria Treatment,"The Global Fund to Fight AIDS, Tuberculosis and Malaria",47045-UGD-405-G05-M,12262,,12/1/2005,12/31/2013,Uganda,UG,,12/31/2011,5293093
Support for the Introduction of Highly Effective Artemisinin - Based Combination Therapy Malaria Treatment,"The Global Fund to Fight AIDS, Tuberculosis and Malaria",47045-UGD-405-G05-M,12262,,12/1/2005,12/31/2013,Uganda,UG,,9/30/2011,8550190
Support for the Introduction of Highly Effective Artemisinin - Based Combination Therapy Malaria Treatment,"The Global Fund to Fight AIDS, Tuberculosis and Malaria",47045-UGD-405-G05-M,12262,,12/1/2005,12/31/2013,Uganda,UG,,6/30/2011,-46483178
Support for the Introduction of Highly Effective Artemisinin - Based Combination Therapy Malaria Treatment,"The Global Fund to Fight AIDS, Tuberculosis and Malaria",47045-UGD-405-G05-M,12262,,12/1/2005,12/31/2013,Uganda,UG,,2/10/2011,1935682
Support for the Introduction of Highly Effective Artemisinin - Based Combination Therapy Malaria Treatment,"The Global Fund to Fight AIDS, Tuberculosis and Malaria",47045-UGD-405-G05-M,12262,,12/1/2005,12/31/2013,Uganda,UG,,5/31/2010,3069144
Support for the Introduction of Highly Effective Artemisinin - Based Combination Therapy Malaria Treatment,"The Global Fund to Fight AIDS, Tuberculosis and Malaria",47045-UGD-405-G05-M,12262,,12/1/2005,12/31/2013,Uganda,UG,,2/28/2010,16047727
Support for the Introduction of Highly Effective Artemisinin - Based Combination Therapy Malaria Treatment,"The Global Fund to Fight AIDS, Tuberculosis and Malaria",47045-UGD-405-G05-M,12262,,12/1/2005,12/31/2013,Uganda,UG,,11/30/2009,984290
Support for the Introduction of Highly Effective Artemisinin - Based Combination Therapy Malaria Treatment,"The Global Fund to Fight AIDS, Tuberculosis and Malaria",47045-UGD-405-G05-M,12262,,12/1/2005,12/31/2013,Uganda,UG,,8/31/2009,960809
Support for the Introduction of Highly Effective Artemisinin - Based Combination Therapy Malaria Treatment,"The Global Fund to Fight AIDS, Tuberculosis and Malaria",47045-UGD-405-G05-M,12262,,12/1/2005,12/31/2013,Uganda,UG,,5/31/2009,3053000
Support for the Introduction of Highly Effective Artemisinin - Based Combination Therapy Malaria Treatment,"The Global Fund to Fight AIDS, Tuberculosis and Malaria",47045-UGD-405-G05-M,12262,,12/1/2005,12/31/2013,Uganda,UG,,2/28/2009,15766335
Support for the Introduction of Highly Effective Artemisinin - Based Combination Therapy Malaria Treatment,"The Global Fund to Fight AIDS, Tuberculosis and Malaria",47045-UGD-405-G05-M,12262,,12/1/2005,12/31/2013,Uganda,UG,,11/30/2008,854817
Support for the Introduction of Highly Effective Artemisinin - Based Combination Therapy Malaria Treatment,"The Global Fund to Fight AIDS, Tuberculosis and Malaria",47045-UGD-405-G05-M,12262,,12/1/2005,12/31/2013,Uganda,UG,,8/31/2008,843917
Support for the Introduction of Highly Effective Artemisinin - Based Combination Therapy Malaria Treatment,"The Global Fund to Fight AIDS, Tuberculosis and Malaria",47045-UGD-405-G05-M,12262,,12/1/2005,12/31/2013,Uganda,UG,,5/31/2008,5837735
Support for the Introduction of Highly Effective Artemisinin - Based Combination Therapy Malaria Treatment,"The Global Fund to Fight AIDS, Tuberculosis and Malaria",47045-UGD-405-G05-M,12262,,12/1/2005,12/31/2013,Uganda,UG,,2/29/2008,21681534
Support for the Introduction of Highly Effective Artemisinin - Based Combination Therapy Malaria Treatment,"The Global Fund to Fight AIDS, Tuberculosis and Malaria",47045-UGD-405-G05-M,12262,,12/1/2005,12/31/2013,Uganda,UG,,11/30/2007,5433206
Support for the Introduction of Highly Effective Artemisinin - Based Combination Therapy Malaria Treatment,"The Global Fund to Fight AIDS, Tuberculosis and Malaria",47045-UGD-405-G05-M,12262,,12/1/2005,12/31/2013,Uganda,UG,,8/31/2007,5433206
Support for the Introduction of Highly Effective Artemisinin - Based Combination Therapy Malaria Treatment,"The Global Fund to Fight AIDS, Tuberculosis and Malaria",47045-UGD-405-G05-M,12262,,12/1/2005,12/31/2013,Uganda,UG,,5/31/2007,5433206
Support for the Introduction of Highly Effective Artemisinin - Based Combination Therapy Malaria Treatment,"The Global Fund to Fight AIDS, Tuberculosis and Malaria",47045-UGD-405-G05-M,12262,,12/1/2005,12/31/2013,Uganda,UG,,2/28/2007,5433206
Support for the Introduction of Highly Effective Artemisinin - Based Combination Therapy Malaria Treatment,"The Global Fund to Fight AIDS, Tuberculosis and Malaria",47045-UGD-405-G05-M,12262,,12/1/2005,12/31/2013,Uganda,UG,,11/30/2006,5433206
Support for the Introduction of Highly Effective Artemisinin - Based Combination Therapy Malaria Treatment,"The Global Fund to Fight AIDS, Tuberculosis and Malaria",47045-UGD-405-G05-M,12262,,12/1/2005,12/31/2013,Uganda,UG,,8/31/2006,5433206
Support for the Introduction of Highly Effective Artemisinin - Based Combination Therapy Malaria Treatment,"The Global Fund to Fight AIDS, Tuberculosis and Malaria",47045-UGD-405-G05-M,12262,,12/1/2005,12/31/2013,Uganda,UG,,5/31/2006,5433206
Support for the Introduction of Highly Effective Artemisinin - Based Combination Therapy Malaria Treatment,"The Global Fund to Fight AIDS, Tuberculosis and Malaria",47045-UGD-405-G05-M,12262,,12/1/2005,12/31/2013,Uganda,UG,,2/28/2006,28399704
"Scaling up interventions of Tuberculosis Prevention, Control, Treatment, Care, and Support in Uganda","The Global Fund to Fight AIDS, Tuberculosis and Malaria",47045-UGD-607-G06-T,12263,,3/1/2008,12/31/2011,Uganda,UG,,2/28/2010,623655
"Scaling up interventions of Tuberculosis Prevention, Control, Treatment, Care, and Support in Uganda","The Global Fund to Fight AIDS, Tuberculosis and Malaria",47045-UGD-607-G06-T,12263,,3/1/2008,12/31/2011,Uganda,UG,,11/30/2009,1280329
